SKU,Description,Ridgefield latte,Oxford latte,Ridgefield pastel,Oxford Pastel,,,,,,,
VAL1-30,"30"" Valance",52,52,52,52,52,52,52,52,,P,
VAL1-48,"48"" Valance",72,72,72,72,72,72,72,72,,P,
VAL1-60,"60"" Valance",95,95,95,95,95,95,95,95,,P,
VAL2-48,"48"" Arched valance",295,295,295,295,295,295,295,295,,P,
VAL2-60,"60"" Arched valance",363,363,363,363,363,363,363,363,,P,
AG2418,Appliance Garage,900,900,900,900,900,900,900,900,,P,
CAG2418,Corner Appliance Garage,995,995,995,995,995,995,995,995,,P,
WDE1230,"30"" Wall Decorative Door",197,197,197,213,213,213,220,220,,P,
WDE1236,"36"" Wall Decorative Door",217,217,217,235,235,235,243,243,,P,
WDE1242,"42"" Wall Decorative Door",247,247,247,267,267,267,276,276,,P,
BDE24,Base Decorative Door,316,316,316,342,342,342,353,353,,P,
TDE84,"84"" Tall Decorative Door",566,566,566,612,612,612,631,631,,P,
TDE90,"90"" Tall Decorative Door",598,598,598,647,647,647,667,667,,P,
TDE96,"96"" Tall Decorative Door",675,675,675,730,730,730,752,752,,P,
POST-P36,Post,544,544,544,544,544,544,544,544,,P,
POST-F36,Fluted Post,579,579,579,579,579,579,579,579,,P,
POST-S36,Shaker Post,732,732,732,732,732,732,732,732,,P,
SPINBASE-P,Base Spindle,311,311,311,311,311,311,311,311,,P,
SPIN-P-30,"30""  Spindle",304,304,304,304,304,304,304,304,,P,
SPIN-P-36,"36""  Spindle",315,315,315,315,315,315,315,315,,P,
SPIN-P-42,"42""  Spindle",328,328,328,328,328,328,328,328,,P,
SPINBASE-F,Fluted Base Spindle,331,331,331,331,331,331,331,331,,P,
SPIN-F-30,"30"" Fluted Spindle",324,324,324,324,324,324,324,324,,P,
SPIN-F-36,"36"" Fluted Spindle",335,335,335,335,335,335,335,335,,P,
SPIN-F-42,"42"" Fluted Spindle",348,348,348,348,348,348,348,348,,P,
SPINBASE-S,Shaker Base Spindle ,483,483,483,483,483,483,483,483,,P,
SPIN-S-30,"30"" Shaker Spindle",479,479,479,479,479,479,479,479,,P,
SPIN-S-36,"36"" Shaker Spindle",485,485,485,485,485,485,485,485,,P,
SPIN-S-42,"42"" Shaker Spindle",495,495,495,495,495,495,495,495,,P,
CS7,"7"" Shaker Corbel",302,302,302,302,302,302,302,302,,P,
CS10,"10"" Shaker Corbel",321,321,321,321,321,321,321,321,,P,
CV7,"7"" Violin Corbel",281,281,281,281,281,281,281,281,,P,
CV10,"10"" Violin Corbel",308,308,308,308,308,308,308,308,,P,
WCUBY,Wine Cubby,400,400,400,450,450,450,450,450,,P,
POS12,"12"" Pull Out Shelf",102,102,102,102,102,102,102,102,,P,
POS15,"15"" Pull Out Shelf",111,111,111,111,111,111,111,111,,P,
POS18,"18"" Pull Out Shelf",123,123,123,123,123,123,123,123,,P,
POS21,"21"" Pull Out Shelf",134,134,134,134,134,134,134,134,,P,
POS24,"24"" Pull Out Shelf",142,142,142,142,142,142,142,142,,P,
POS27,"27"" Pull Out Shelf",153,153,153,153,153,153,153,153,,P,
POS30,"30"" Pull Out Shelf",164,164,164,164,164,164,164,164,,P,
POS33,"33"" Pull Out Shelf",172,172,172,172,172,172,172,172,,P,
POS36,"36"" Pull Out Shelf",184,184,184,184,184,184,184,184,,P,
VDDT24X21,"24"" Vanity Desk Drawer",255,255,255,276,276,276,285,285,,P,
VDDT36X21,"36"" Vanity Desk Drawer",303,303,303,306,306,306,316,316,,P,
SGR30,"30"" Stem Glass Rack",529,529,529,555,555,555,555,555,,P,
SGR36,"36"" Stem Glass Rack",576,576,576,605,605,605,605,605,,P,
BUN-F,Fluted Bun Feet,270,270,270,270,270,270,270,270,,P,
BUN-P,Bun Feet,234,234,234,234,234,234,234,234,,P,
GLASS SHELF 12,"12"" Glass Shelf",103,103,103,103,103,103,103,103,,P,
GLASS SHELF 15,"15"" Glass Shelf",109,109,109,109,109,109,109,109,,P,
GLASS SHELF 18,"18"" Glass Shelf",114,114,114,114,114,114,114,114,,P,
GLASS SHELF 24,"24"" Glass Shelf",125,125,125,125,125,125,125,125,,P,
GLASS SHELF 30,"30"" Glass Shelf",136,136,136,136,136,136,136,136,,P,
GLASS SHELF 36,"36"" Glass Shelf",146,146,146,146,146,146,146,146,,P,
CW Glass Shelf 24,"24"" Corner Wall Glass Shelf",189,189,189,189,189,189,189,189,,P,
TUK,Touch Up Kit,97,97,97,97,97,97,97,97,,P,
PINT,Pint Stain,135,135,135,135,135,135,135,135,,P,
DS12,Door Sample,97,97,97,97,97,97,97,97,,P,
SBF15,Sample Base Front,154,154,154,154,154,154,154,154,,P,
MINI BASE,Sample Mini Base,384,384,384,384,384,384,384,384,,P,
I&P MOLDING CHAIN,#N/A,154,154,154,154,154,154,154,154,,P,
FLOATING SHELF-30,"30"" Floating Shelf",464,464,464,464,464,464,464,464,,P,
FLOATING SHELF-60,"60"" Floating Shelf",828,828,828,828,828,828,828,828,,P,
FLOATING SHELF-96,"96"" Floating Shelf",1270,1270,1270,1270,1270,1270,1270,1270,,P,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
SKU,Description,Belmont Café Glaze,Bergen Shale,Bergen Latte,Sofia Pewter,Sofia Sable,Sofia Caramel,,,,,
1812,"12"" High Wall Cabinet",225,264,264,268,268,268,,,,I,
2412,"12"" High Wall Cabinet",275,322,322,327,327,327,,,,I,
3012,"12"" High Wall Cabinet",305,357,357,379,379,379,,,,I,
3312,"12"" High Wall Cabinet",339,397,397,419,419,419,,,,I,
3612,"12"" High Wall Cabinet",369,432,432,453,453,453,,,,I,
4212,"12"" High Wall Cabinet",397,465,465,482,482,482,,,,I,
4812,"12"" High Wall Cabinet",427,500,500,530,530,530,,,,I,
2415,"15"" High Wall Cabinet",286,335,335,355,355,355,,,,I,
3015,"15"" High Wall Cabinet",366,377,377,432,432,432,,,,I,
3315,"15"" High Wall Cabinet",395,399,399,480,480,480,,,,I,
3615,"15"" High Wall Cabinet",427,500,500,512,512,512,,,,I,
1818,"18"" High Wall Cabinet",239,280,280,282,282,282,,,,I,
2118,"18"" High Wall Cabinet",239,280,280,297,297,297,,,,I,
2418,"18"" High Wall Cabinet",305,357,357,379,379,379,,,,I,
3018,"18"" High Wall Cabinet",395,399,399,480,480,480,,,,I,
3318,"18"" High Wall Cabinet",427,432,432,512,512,512,,,,I,
3618,"18"" High Wall Cabinet",459,538,538,544,544,544,,,,I,
2421,"21"" High Wall Cabinet",335,392,392,415,415,415,,,,I,
3021,"21"" High Wall Cabinet",513,539,539,599,599,599,,,,I,
1224,"24"" High Wall Cabinet",300,351,351,371,371,371,,,,I,
1524,"24"" High Wall Cabinet",331,388,388,411,411,411,,,,I,
1824,"24"" High Wall Cabinet",362,424,424,446,446,446,,,,I,
2124,"24"" High Wall Cabinet",395,463,463,480,480,480,,,,I,
2424,"24"" High Wall Cabinet",448,462,462,530,530,530,,,,I,
2724,"24"" High Wall Cabinet",480,562,562,566,566,566,,,,I,
3024,"24"" High Wall Cabinet",513,519,519,599,599,599,,,,I,
3324,"24"" High Wall Cabinet",545,551,551,632,632,632,,,,I,
3624,"24"" High Wall Cabinet",575,673,673,662,662,662,,,,I,
4224,"24"" High Wall Cabinet",640,749,749,728,728,728,,,,I,
3027,"27"" High Wall Cabinet",522,611,611,621,621,621,,,,I,
3012x24,"24"" Deep Wall Cabinet",551,645,645,638,638,638,,,,I,
3612x24,"24"" Deep Wall Cabinet",616,623,623,704,704,704,,,,I,
4812x24,"24"" Deep Wall Cabinet",654,766,766,814,814,814,,,,I,
3015x24,"24"" Deep Wall Cabinet",554,560,560,641,641,641,,,,I,
3315x24,"24"" Deep Wall Cabinet",587,687,687,674,674,674,,,,I,
3615x24,"24"" Deep Wall Cabinet",619,681,681,707,707,707,,,,I,
3018X24,"24"" Deep Wall Cabinet",628,635,635,716,716,716,,,,I,
3318X24,"24"" Deep Wall Cabinet",605,708,708,693,693,693,,,,I,
3618X24,"24"" Deep Wall Cabinet",628,691,691,716,716,716,,,,I,
2424X24,"24"" Deep Wall Cabinet",480,562,562,566,566,566,,,,I,
3024x24,"24"" Deep Wall Cabinet",628,735,735,716,716,716,,,,I,
3324x24,"24"" Deep Wall Cabinet",661,774,774,749,749,749,,,,I,
3624x24,"24"" Deep Wall Cabinet",799,935,935,890,890,890,,,,I,
930,"30"" High Wall Cabinet",267,313,313,311,311,311,,,,I,
1230,"30"" High Wall Cabinet",300,351,351,344,344,344,,,,I,
1530,"30"" High Wall Cabinet",331,388,388,376,376,376,,,,I,
1830,"30"" High Wall Cabinet",362,424,424,407,407,407,,,,I,
2130,"30"" High Wall Cabinet",395,463,463,440,440,440,,,,I,
2430,"30"" High Wall Cabinet",457,535,535,542,542,542,,,,I,
2730,"30"" High Wall Cabinet",491,575,575,577,577,577,,,,I,
3030,"30"" High Wall Cabinet",523,612,612,609,609,609,,,,I,
3330,"30"" High Wall Cabinet",556,651,651,643,643,643,,,,I,
3630,"30"" High Wall Cabinet",587,687,687,674,674,674,,,,I,
3930,"30"" High Wall Cabinet",633,741,741,721,721,721,,,,I,
4230,"30"" High Wall Cabinet",668,782,782,757,757,757,,,,I,
4830,"30"" High Wall Cabinet",916,1072,1072,1086,1086,1086,,,,I,
5430,"30"" High Wall Cabinet",982,1149,1149,1153,1153,1153,,,,I,
CW2430,"30"" High Corner Wall cabinet",726,850,850,776,776,776,,,,I,
WSQ2430,"30"" High Wall Square Corner Cabinet",761,891,891,851,851,851,,,,I,
BLW27/3030,"30"" High Blind Wall cabinet",482,564,564,529,529,529,,,,I,
BLW30/3330,"30"" High Blind Wall cabinet",600,702,702,649,649,649,,,,I,
BLW36/3930,"30"" High Blind Wall cabinet",621,727,727,652,652,652,,,,I,
BLW39/4230,"30"" High Blind Wall cabinet",639,748,748,688,688,688,,,,I,
BLW42/4530,"30"" High Blind Wall cabinet",686,803,803,736,736,736,,,,I,
WFI1230,"30"" High Finished Interior Wall Cabinet",415,415,415,415,415,415,,,,I,
WFI1530,"30"" High Finished Interior Wall Cabinet",425,425,425,425,425,425,,,,I,
WFI1830,"30"" High Finished Interior Wall Cabinet",454,454,454,454,454,454,,,,I,
WFI2430,"30"" High Finished Interior Wall Cabinet",564,564,564,564,564,564,,,,I,
WFI3030,"30"" High Finished Interior Wall Cabinet",574,574,574,574,574,574,,,,I,
WFI3630,"30"" High Finished Interior Wall Cabinet",630,630,630,630,630,630,,,,I,
CWFI2430,"30"" High Finished Interior Corner Wall cabinet",655,655,655,655,655,655,,,,I,
GD1230,"30"" High Glass Door",158,185,185,197,197,197,,,,I,
GD1530,"30"" High Glass Door",161,189,189,200,200,200,,,,I,
GD1830,"30"" High Glass Door",179,210,210,221,221,221,,,,I,
GD2430,"30"" High Glass Door",316,370,370,394,394,394,,,,I,
GD3030,"30"" High Glass Door",322,377,377,400,400,400,,,,I,
GD3630,"30"" High Glass Door",358,419,419,442,442,442,,,,I,
GDCW2430,"30"" High Corner Wall Glass Door",161,189,189,200,200,200,,,,I,
MD1230,"30"" High Mullion Glass Door",174,204,204,216,216,216,,,,I,
MD1530,"30"" High Mullion Glass Door",177,208,208,219,219,219,,,,I,
MD1830,"30"" High Mullion Glass Door",198,232,232,241,241,241,,,,I,
MD2430,"30"" High Mullion Glass Door",348,408,408,432,432,432,,,,I,
MD3030,"30"" High Mullion Glass Door",354,415,415,438,438,438,,,,I,
MD3630,"30"" High Mullion Glass Door",396,464,464,482,482,482,,,,I,
MDCW2430,"30"" High Corner Wall Mullion Glass Door",177,208,208,219,219,219,,,,I,
ND1530,"30"" High 9 Light Glass Door",245,288,288,303,303,303,,,,I,
ND1830,"30"" High 9 Light Glass Door",274,321,321,333,333,333,,,,I,
ND3030,"30"" High 9 Light Glass Door",489,573,573,605,605,605,,,,I,
ND3630,"30"" High 9 Light Glass Door",547,641,641,666,666,666,,,,I,
NDCW2430,"30"" High 9 Light Corner Wall Glass Door",245,288,288,303,303,303,,,,I,
AFG1230,"30"" High Aluminum Glass Door",175,175,175,175,175,175,,,,I,
AFG1530,"30"" High Aluminum Glass Door",217,217,217,217,217,217,,,,I,
AFG1830,"30"" High Aluminum Glass Door",261,261,261,261,261,261,,,,I,
AFG2430,"30"" High Aluminum Glass Door",350,350,350,350,350,350,,,,I,
AFG3030,"30"" High Aluminum Glass Door",434,434,434,434,434,434,,,,I,
AFG3630,"30"" High Aluminum Glass Door",522,522,522,522,522,522,,,,I,
936,"36"" High Wall Cabinet",332,389,389,377,377,377,,,,I,
1236,"36"" High Wall Cabinet",362,424,424,407,407,407,,,,I,
1536,"36"" High Wall Cabinet",395,463,463,440,440,440,,,,I,
1836,"36"" High Wall Cabinet",438,513,513,484,484,484,,,,I,
2136,"36"" High Wall Cabinet",469,549,549,516,516,516,,,,I,
2436,"36"" High Wall Cabinet",522,611,611,608,608,608,,,,I,
2736,"36"" High Wall Cabinet",554,649,649,641,641,641,,,,I,
3036,"36"" High Wall Cabinet",587,687,687,674,674,674,,,,I,
3336,"36"" High Wall Cabinet",619,725,725,707,707,707,,,,I,
3636,"36"" High Wall Cabinet",651,762,762,739,739,739,,,,I,
3936,"36"" High Wall Cabinet",694,812,812,783,783,783,,,,I,
4236,"36"" High Wall Cabinet",714,836,836,803,803,803,,,,I,
4836,"36"" High Wall Cabinet",1045,1223,1223,1217,1217,1217,,,,I,
CW2436,"36"" High Corner Wall cabinet",788,922,922,839,839,839,,,,I,
CW2736,"36"" High Corner Wall cabinet",820,960,960,872,872,872,,,,I,
WSQ2436,"36"" High Wall Square Corner Cabinet",827,968,968,918,918,918,,,,I,
BLW27/3036,"36"" High Blind Wall cabinet",533,624,624,581,581,581,,,,I,
BLW30/3336,"36"" High Blind Wall cabinet",587,687,687,635,635,635,,,,I,
BLW36/3936,"36"" High Blind Wall cabinet",695,814,814,745,745,745,,,,I,
BLW39/4236,"36"" High Blind Wall cabinet",730,855,855,780,780,780,,,,I,
WFI1236,"36"" High Finished Interior Wall Cabinet",472,472,472,472,472,472,,,,I,
WFI1536,"36"" High Finished Interior Wall Cabinet",482,482,482,482,482,482,,,,I,
WFI1836,"36"" High Finished Interior Wall Cabinet",507,507,507,507,507,507,,,,I,
WFI2436,"36"" High Finished Interior Wall Cabinet",619,619,619,619,619,619,,,,I,
WFI3036,"36"" High Finished Interior Wall Cabinet",629,629,629,629,629,629,,,,I,
WFI3636,"36"" High Finished Interior Wall Cabinet",689,689,689,689,689,689,,,,I,
CWFI2436,"36"" High Finished Interior Corner Wall cabinet",817,817,817,817,817,817,,,,I,
CWFI2736,"36"" High Finished Interior Corner Wall cabinet",858,858,858,858,858,858,,,,I,
GD1236,"36"" High Glass Door",176,206,206,209,209,209,,,,I,
GD1536,"36"" High Glass Door",180,211,211,222,222,222,,,,I,
GD1836,"36"" High Glass Door",200,234,234,243,243,243,,,,I,
GD2436,"36"" High Glass Door",352,412,412,418,418,418,,,,I,
GD3036,"36"" High Glass Door",360,422,422,444,444,444,,,,I,
GD3636,"36"" High Glass Door",400,468,468,486,486,486,,,,I,
GDCW2436,"36"" High Corner Wall Glass Door",180,211,211,222,222,222,,,,I,
MD1236,"36"" High Mullion Glass Door",182,213,213,224,224,224,,,,I,
MD1536,"36"" High Mullion Glass Door",193,226,226,235,235,235,,,,I,
MD1836,"36"" High Mullion Glass Door",213,250,250,256,256,256,,,,I,
MD2436,"36"" High Mullion Glass Door",364,426,426,448,448,448,,,,I,
MD3036,"36"" High Mullion Glass Door",386,452,452,470,470,470,,,,I,
MD3636,"36"" High Mullion Glass Door",426,499,499,512,512,512,,,,I,
MDCW2436,"36"" High Corner Wall Mullion Glass Door",193,226,226,235,235,235,,,,I,
ND1536,"36"" High 9 Light Glass Door",267,312,312,325,325,325,,,,I,
ND1836,"36"" High 9 Light Glass Door",294,345,345,354,354,354,,,,I,
ND3036,"36"" High 9 Light Glass Door",533,624,624,649,649,649,,,,I,
ND3636,"36"" High 9 Light Glass Door",588,689,689,707,707,707,,,,I,
NDCW2436,"36"" High 9 Light Corner Wall Glass Door",267,312,312,325,325,325,,,,I,
AFG1236,"36"" High Aluminum Glass Door",209,209,209,209,209,209,,,,I,
AFG1536,"36"" High Aluminum Glass Door",261,261,261,261,261,261,,,,I,
AFG1836,"36"" High Aluminum Glass Door",314,314,314,314,314,314,,,,I,
AFG2436,"36"" High Aluminum Glass Door",418,418,418,418,418,418,,,,I,
AFG3036,"36"" High Aluminum Glass Door",522,522,522,522,522,522,,,,I,
AFG3636,"36"" High Aluminum Glass Door",628,628,628,628,628,628,,,,I,
942,"42"" High Wall Cabinet",385,451,451,430,430,430,,,,I,
1242,"42"" High Wall Cabinet",415,486,486,461,461,461,,,,I,
1542,"42"" High Wall Cabinet",448,525,525,494,494,494,,,,I,
1842,"42"" High Wall Cabinet",491,575,575,538,538,538,,,,I,
2142,"42"" High Wall Cabinet",534,625,625,582,582,582,,,,I,
2442,"42"" High Wall Cabinet",577,676,676,664,664,664,,,,I,
2742,"42"" High Wall Cabinet",611,715,715,699,699,699,,,,I,
3042,"42"" High Wall Cabinet",696,815,815,785,785,785,,,,I,
3342,"42"" High Wall Cabinet",732,857,857,822,822,822,,,,I,
3642,"42"" High Wall Cabinet",768,899,899,858,858,858,,,,I,
3942,"42"" High Wall Cabinet",810,948,948,901,901,901,,,,I,
4242,"42"" High Wall Cabinet",850,995,995,941,941,941,,,,I,
4842,"42"" High Wall Cabinet",1156,1353,1353,1330,1330,1330,,,,I,
CW2442,"42"" High Corner Wall cabinet",853,999,999,905,905,905,,,,I,
CW2742,"42"" High Corner Wall cabinet",885,1036,1036,938,938,938,,,,I,
WSQ2442,"42"" High Wall Square Corner Cabinet",856,1002,1002,947,947,947,,,,I,
BLW27/3042,"42"" High Blind Wall cabinet",602,705,705,678,678,678,,,,I,
BLW30/3342,"42"" High Blind Wall cabinet",612,717,717,661,661,661,,,,I,
BLW36/3942,"42"" High Blind Wall cabinet",730,855,855,808,808,808,,,,I,
BLW39/4242,"42"" High Blind Wall cabinet",720,843,843,864,864,864,,,,I,
WFI1242,"42"" High Finished Interior Wall Cabinet",527,527,527,527,527,527,,,,I,
WFI1542,"42"" High Finished Interior Wall Cabinet",537,537,537,537,537,537,,,,I,
WFI1842,"42"" High Finished Interior Wall Cabinet",563,563,563,563,563,563,,,,I,
WFI2442,"42"" High Finished Interior Wall Cabinet",679,679,679,679,679,679,,,,I,
WFI3042,"42"" High Finished Interior Wall Cabinet",689,689,689,689,689,689,,,,I,
WFI3642,"42"" High Finished Interior Wall Cabinet",747,747,747,747,747,747,,,,I,
CWFI2442,"42"" High Finished Interior Corner Wall cabinet",881,881,881,881,881,881,,,,I,
CWFI2742,"42"" High Finished Interior Corner Wall cabinet",925,925,925,925,925,925,,,,I,
GD1242,"42"" High Glass Door",197,231,231,231,231,231,,,,I,
GD1542,"42"" High Glass Door",201,236,236,244,244,244,,,,I,
GD1842,"42"" High Glass Door",220,258,258,263,263,263,,,,I,
GD2442,"42"" High Glass Door",393,460,460,462,462,462,,,,I,
GD3042,"42"" High Glass Door",402,471,471,488,488,488,,,,I,
GD3642,"42"" High Glass Door",440,515,515,526,526,526,,,,I,
GDCW2442,"42"" High Corner Wall Glass Door",201,236,236,244,244,244,,,,I,
MD1242,"42"" High Mullion Glass Door",202,237,237,245,245,245,,,,I,
MD1542,"42"" High Mullion Glass Door",214,251,251,259,259,259,,,,I,
MD1842,"42"" High Mullion Glass Door",233,273,273,276,276,276,,,,I,
MD2442,"42"" High Mullion Glass Door",404,473,473,490,490,490,,,,I,
MD3042,"42"" High Mullion Glass Door",428,501,501,518,518,518,,,,I,
MD3642,"42"" High Mullion Glass Door",466,546,546,552,552,552,,,,I,
MDCW2442,"42"" High Corner Wall Mullion Glass Door",214,251,251,259,259,259,,,,I,
ND1542,"42"" High 9 Light Glass Door",296,347,347,358,358,358,,,,I,
ND1842,"42"" High 9 Light Glass Door",322,377,377,381,381,381,,,,I,
ND3042,"42"" High 9 Light Glass Door",591,692,692,715,715,715,,,,I,
ND3642,"42"" High 9 Light Glass Door",644,754,754,762,762,762,,,,I,
NDCW2442,"42"" High 9 Light Corner Wall Glass Door",296,347,347,358,358,358,,,,I,
AFG1242,"42"" High Aluminum Glass Door",250,250,250,250,250,250,,,,I,
AFG1542,"42"" High Aluminum Glass Door",314,314,314,314,314,314,,,,I,
AFG1842,"42"" High Aluminum Glass Door",375,375,375,375,375,375,,,,I,
AFG2442,"42"" High Aluminum Glass Door",500,500,500,500,500,500,,,,I,
AFG3042,"42"" High Aluminum Glass Door",628,628,628,628,628,628,,,,I,
AFG3642,"42"" High Aluminum Glass Door",750,750,750,750,750,750,,,,I,
3012HD,"12"" High Horizontal cabinet",575,673,673,649,649,649,,,,I,
3015HD,"15"" High Horizontal cabinet",636,745,745,702,702,702,,,,I,
3018HD,"18"" High Horizontal cabinet",665,779,779,750,750,750,,,,I,
3612HD,"12"" High Horizontal cabinet",639,748,748,723,723,723,,,,I,
3615HD,"15"" High Horizontal cabinet",697,816,816,782,782,782,,,,I,
3618HD,"18"" High Horizontal cabinet",729,853,853,814,814,814,,,,I,
AFG3012HD,"12"" High Horizontal cabinet W/ Aluminum Frame Door",658,658,658,658,658,658,,,,I,
AFG3015HD,"15"" High Horizontal cabinet W/ Aluminum Frame Door",743,743,743,743,743,743,,,,I,
AFG3018HD,"18"" High Horizontal cabinet W/ Aluminum Frame Door",807,807,807,807,807,807,,,,I,
AFG3612HD,"12"" High Horizontal cabinet W/ Aluminum Frame Door",737,737,737,737,737,737,,,,I,
AFG3615HD,"15"" High Horizontal cabinet W/ Aluminum Frame Door",830,830,830,830,830,830,,,,I,
AFG3618HD,"18"" High Horizontal cabinet W/ Aluminum Frame Door",905,905,905,905,905,905,,,,I,
MW3018,"18"" Microwave Cabinet",325,325,325,325,325,325,,,,I,
MWS3018,"30"" Solid Frame Microwave Cabinet",492,492,492,578,578,578,,,,I,
MW3030,"30"" Microwave Cabinet",492,576,576,578,578,578,,,,I,
WEC1230,"30"" High Wall End Cabinet",374,438,438,404,404,404,,,,I,
WEC1236,"36"" High Wall End Cabinet",440,515,515,469,469,469,,,,I,
WEC1242,"42"" High Wall End Cabinet",506,593,593,534,534,534,,,,I,
WECD1230,"30"" High Wall End Door Cabinet",362,424,424,446,446,446,,,,I,
WECD1236,"36"" High Wall End Door Cabinet",427,500,500,512,512,512,,,,I,
WECD1242,"42"" High Wall End Door Cabinet",492,576,576,578,578,578,,,,I,
CW2418,"18"" High Top Of Counter cabinet",957,1120,1120,1007,1007,1007,,,,I,
WD1818,"18"" Top of Counter Cabinet",587,687,687,713,713,713,,,,I,
WD1848,"48"" Top of Counter Cabinet",1149,1311,1311,1320,1320,1320,,,,I,
WD1854,"54"" Top of Counter Cabinet",1225,1400,1400,1397,1397,1397,,,,I,
WD1860,"60"" Top of Counter Cabinet",1278,1462,1462,1451,1451,1451,,,,I,
WR3018,Wine Rack Cabinet,378,378,378,378,378,378,,,,I,
PR3018,Plate Rack Cabinet,378,378,378,378,378,378,,,,I,
WS630,"30"" High wall Knick Knack Shelf",160,160,160,160,160,160,,,,I,
WS636,"36"" High wall Knick Knack Shelf",189,189,189,189,189,189,,,,I,
WS642,"42"" High wall Knick Knack Shelf",217,217,217,217,217,217,,,,I,
WS1230,"30"" High wall Knick Knack Shelf",217,217,217,217,217,217,,,,I,
WS1236,"36"" High wall Knick Knack Shelf",234,234,234,234,234,234,,,,I,
WS1242,"42"" High wall Knick Knack Shelf",250,250,250,250,250,250,,,,I,
B9,"9"" Base Cabinet",448,525,525,522,522,522,,,,I,
B12,"12"" Base Cabinet",492,576,576,566,566,566,,,,I,
B15,"15"" Base Cabinet",533,624,624,608,608,608,,,,I,
B18,"18"" Base Cabinet",575,673,673,650,650,650,,,,I,
B21,"21"" Base Cabinet",619,725,725,695,695,695,,,,I,
B24,"24"" Base Cabinet",661,774,774,777,777,777,,,,I,
B27,"27"" Base Cabinet",705,825,825,821,821,821,,,,I,
B30,"30"" Base Cabinet",767,898,898,912,912,912,,,,I,
B33,"33"" Base Cabinet",828,969,969,974,974,974,,,,I,
B36,"36"" Base Cabinet",871,1020,1020,1017,1017,1017,,,,I,
B39,"39"" Base Cabinet",913,1069,1069,1060,1060,1060,,,,I,
B42,"42"" Base Cabinet",958,1121,1121,1106,1106,1106,,,,I,
B48,"48"" Base Cabinet",1046,1224,1224,1273,1273,1273,,,,I,
DB12,"12"" 3-Drawer Base cabinet",767,898,898,884,884,884,,,,I,
DB15,"15"" 3-Drawer Base cabinet",811,949,949,929,929,929,,,,I,
DB18,"18"" 3-Drawer Base cabinet",853,999,999,972,972,972,,,,I,
DB21,"21"" 3-Drawer Base cabinet",894,1046,1046,1013,1013,1013,,,,I,
DB24,"24"" 3-Drawer Base cabinet",979,1146,1146,1100,1100,1100,,,,I,
DB30,"30"" 3-Drawer Base cabinet",1068,1250,1250,1190,1190,1190,,,,I,
DB33,"33"" 3-Drawer Base cabinet",1089,1275,1275,1250,1250,1250,,,,I,
DB36,"36"" 3-Drawer Base cabinet",1109,1298,1298,1271,1271,1271,,,,I,
DB30-2,"30"" 2-Drawer Base cabinet",1068,1250,1250,1172,1172,1172,,,,I,
DB15-4,"15"" 4-Drawer Base cabinet",974,1139,1139,1115,1115,1115,,,,I,
DB18-4,"18"" 4-Drawer Base cabinet",1024,1199,1199,1167,1167,1167,,,,I,
DB21-4,"21"" 4-Drawer Base cabinet",1073,1256,1256,1216,1216,1216,,,,I,
DB30-4,"30"" 4-Drawer Base cabinet",1282,1500,1500,1428,1428,1428,,,,I,
B9FH,"9"" Full Height Base Cabinet",381,446,446,426,426,426,,,,I,
B12FH,"12"" Full Height Base Cabinet",406,476,476,452,452,452,,,,I,
B15FH,"15"" Full Height Base Cabinet",438,513,513,484,484,484,,,,I,
B18FH,"18"" Full Height Base Cabinet",455,533,533,501,501,501,,,,I,
B21FH,"21"" Full Height Base Cabinet",501,587,587,548,548,548,,,,I,
B24FH,"24"" Full Height Base Cabinet",554,649,649,641,641,641,,,,I,
B27FH,"27"" Full Height Base Cabinet",587,687,687,674,674,674,,,,I,
B30FH,"30"" Full Height Base Cabinet",619,725,725,707,707,707,,,,I,
B33FH,"33"" Full Height Base Cabinet",651,762,762,739,739,739,,,,I,
B36FH,"36"" Full Height Base Cabinet",681,797,797,770,770,770,,,,I,
B39FH,"39"" Full Height Base Cabinet",749,877,877,839,839,839,,,,I,
B42FH,"42"" Full Height Base Cabinet",824,965,965,915,915,915,,,,I,
B48FH,"48"" Full Height Base Cabinet",906,1061,1061,1076,1076,1076,,,,I,
SB24,"24"" Sink Base Cabinet",554,649,649,668,668,668,,,,I,
SB27,"27"" Sink Base Cabinet",587,687,687,702,702,702,,,,I,
SB30,"30"" Sink Base Cabinet",619,725,725,762,762,762,,,,I,
SB33,"33"" Sink Base Cabinet",651,762,762,794,794,794,,,,I,
SB36,"36"" Sink Base Cabinet",681,797,797,824,824,824,,,,I,
SB39,"39"" Sink Base Cabinet",725,849,849,869,869,869,,,,I,
SB42,"42"" Sink Base Cabinet",767,898,898,912,912,912,,,,I,
SB48,"48"" Sink Base Cabinet",882,1032,1032,1098,1098,1098,,,,I,
BLB36/39,"36/39"" Blind Base Cabinet",717,839,839,795,795,795,,,,I,
BLB39/42,"39/42"" Blind Base Cabinet",753,882,882,831,831,831,,,,I,
BLB42/45,"42/45"" Blind Base Cabinet",788,922,922,867,867,867,,,,I,
BLB45/48,"45/48"" Blind Base Cabinet",824,965,965,903,903,903,,,,I,
BLB48/51,"48/51"" Blind Base Cabinet",860,1007,1007,940,940,940,,,,I,
CSF36,"36"" Corner Sink Front cabinet",374,438,438,419,419,419,,,,I,
