PRODUCT COLLECTION,PRODUCT ID,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,Item Id,Web Link,Product Line,Material,Product Category,Item Description,Status,Source,Volume,Creation Date
TUSCANY IVORY 12X12,TTIVORY1212HF,12x12,HF,0.38 INCH,1,10,10,SQFT,3.17,3.17,,TTIVORY1212HF,www.msisurfaces.com/travertine/tuscany-ivory/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Ivory 12x12x.38 HF,MSI,New Item,MATURE,27-Nov-07
TUSCANY IVORY 18X18,TTIVORY1818HF,18x18,HF,0.50 INCH,2.25,1,2.25,SQFT,3.17,7.14,,TTIVORY1818HF,www.msisurfaces.com/travertine/tuscany-ivory/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Ivory 18x18x.50 HF,MSI,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY IVORY 24X24,TTIVORY2424HF,24x24,HF,0.50 INCH,4,1,4,SQFT,4.18,16.7,,TTIVORY2424HF,www.msisurfaces.com/travertine/tuscany-ivory/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Ivory 24x24x.50 HF,MSI,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY IVORY 2X2 MOSAIC,THDW1-SH-IVO2x2,2x2,HF,0.38 INCH,1,10,10,EACH,6.02,6.02,,THDW1-SH-IVO2x2,www.msisurfaces.com/tuscany-ivory/2x2-honed/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tuscany Ivory 2x2 Honed and Filled,MSI,Q1-2019 Price List,NEW,26-Jun-08
TUSCANY IVORY 2X4 MOSAIC,SMOT-IVO-2X4HB,2x4,HON BEV,0.38 INCH,1,10,10,EACH,8.3,8.3,,SMOT-IVO-2X4HB,www.msisurfaces.com/tuscany-ivory/subway-tile-2x4/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tuscany Ivory 2x4 Honed and Beveled,MSI,Q1-2019 Price List,NEW,14-May-12
TUSCANY IVORY POLISHED 18X18,TTIVOCROS1818SP,18x18,POLISHED,0.50 INCH,2.25,1,2.25,SQFT,3.9,8.77,,TTIVOCROS1818SP,www.msisurfaces.com/travertine/tuscany-ivory/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Ivory Polished 18x18x.50,MSI,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY IVORY STRAIGHT EDGE VERSAILLES PATTERN,TTIVORY-PAT-BR,PATTERN,HUFB,0.50 INCH,16,1,16,SQFT/KIT,4.18,66.81,,TTIVORY-PAT-BR,www.msisurfaces.com/travertine/tuscany-ivory/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,TUS IVORY-PAT-BR/UF/STR EDGE 16SFT BX,MSI,New Item,MATURE,6-Feb-12
TUSCANY IVORY VEIN CUT 12X24,TTIVORYVC1224HF,12x24,HF,0.50 INCH,2,1,2,SQFT,5.01,10.02,,TTIVORYVC1224HF,www.msisurfaces.com/travertine/ivory-vein-cut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Ivory Vein Cut 12x24x.50 HF,MSI,Q1-2019 Price List,NEW,1-Apr-16
TUSCANY IVORY VERSAILLES PATTERN,TTIVORY-PAT-HUC,PATTERN,HUFC,0.50 INCH,16,1,16,SQFT/KIT,3.9,62.36,,TTIVORY-PAT-HUC,www.msisurfaces.com/travertine/tuscany-ivory/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Ivory Pattern HUFC - 16 sqft,MSI,New Item,NEW,5-Dec-11
TUSCANY PLATINUM 12X24,TTPLAT1224HF,12x24,HF,0.50 INCH,2,1,2,SQFT,4.97,9.94,,TTPLAT1224HF,www.msisurfaces.com/travertine/tuscany-platinum/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Platinum 12x24x.50 HF,MSI,Q1-2019 Price List,MATURE,2-Jul-14
TUSCANY PLATINUM 18X18,TTPLAT1818HF,18x18,HF,0.50 INCH,2.25,1,2.25,SQFT,4.38,9.86,,TTPLAT1818HF,www.msisurfaces.com/travertine/tuscany-platinum/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Platinum 18x18x.50 HF,MSI,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY PLATINUM 18X36,TTPLAT1836HF,18x36,HF,0.50 INCH,4.5,1,4.5,SQFT,6.14,27.63,,TTPLAT1836HF,www.msisurfaces.com/travertine/tuscany-platinum/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,TUS. Platinum 18x36x.50 HF,MSI,Q1-2019 Price List,NEW,2-Jul-14
TUSCANY PLATINUM 24X24,TTPLAT2424HF,24x24,HF,0.50 INCH,4,1,4,SQFT,5.51,22.05,,TTPLAT2424HF,www.msisurfaces.com/travertine/tuscany-platinum/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Platinum 24x24x.50 HF,MSI,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY PORCINI VERSAILLES PATTERN,TTPOR-PAT-HUFC,PATTERN,HUFC,0.50 INCH,16,1,16,SQFT/KIT,4.18,66.81,,TTPOR-PAT-HUFC,www.msisurfaces.com/travertine/porcini/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Porcini Pattern HUFC - 16 sqft,MSI,New Item,MATURE,27-Nov-07
TUSCANY SCABAS 1X2 SPLITFACE MOSAIC,SMOT-SCAB-1X2SF,1x2,SPLITFACE,0.38 INCH,0.86,5,4.3,EACH,8.89,8.89,,SMOT-SCAB-1X2SF,www.msisurfaces.com/tuscany-scabas/1x2-split-face/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tuscany Scabas 1X2 Split Face,MSI,Q1-2019 Price List,NEW,15-Jun-10
TUSCANY SCABAS 2X4 SPLITFACE MOSAIC,SMOT-SCAB-2X4SF,2x4,SPLITFACE,0.50 INCH,0.93,4,3.72,EACH,8.63,8.63,,SMOT-SCAB-2X4SF,www.msisurfaces.com/tuscany-scabas/2x4-split-face/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tuscany Scabas 2x4 Split face,MSI,Q1-2019 Price List,MATURE,15-Jun-10
TUSCANY SCABAS HUFC VERSAILLES PATTERN,TTSCAB-PAT-HUFC,PATTERN,HUFC,0.50 INCH,16,1,16,SQFT/KIT,4.01,64.14,,TTSCAB-PAT-HUFC,www.msisurfaces.com/travertine/tuscany-scabas/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Scabas Pattern HUFC - 16 sqft BX,MSI/Hardscape,New Item,MATURE,27-Nov-07
TUSCANY SCABAS HUFCB VERSAILLES PATTERN,TTSCAB-PAT-HUCB,PATTERN,HUFCB,0.50 INCH,16,1,16,SQFT/KIT,4.01,64.14,,TTSCAB-PAT-HUCB,www.msisurfaces.com/travertine/tuscany-scabas/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Scabas Pattern HUFCB - 16 sqft,MSI/Hardscape,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY SCABAS TUMBLED VERSAILLES PATTERN,TTSCAB-PAT-TUM,PATTERN,TUMBLED,0.50 INCH,16,1,16,SQFT/KIT,4.01,64.14,,TTSCAB-PAT-TUM,www.msisurfaces.com/travertine/tuscany-scabas/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Scabas Pattern Tumbled - 16 sqft,MSI/Hardscape,New Item,NEW,27-May-16
TUSCANY SCABAS VEIN CUT 12X24,TTSCABVC1224HF,12x24,HF,0.50 INCH,2,1,2,SQFT,3.73,7.47,,TTSCABVC1224HF,www.msisurfaces.com/travertine/scabas-vein-cut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Scabas Vein Cut 12x24x.50 HF,MSI,New Item,NEW,5-Apr-16
TUSCANY STORM HUFC VERSAILLES PATTERN,TTSTRM-PAT-HUFC,PATTERN,HUFC,0.50 INCH,16,1,16,SQFT/KIT,2.78,44.54,,TTSTRM-PAT-HUFC,www.msisurfaces.com/outdoor-tile/travertine/tuscany-storm/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Storm Pattern HUFC - 16 sqft,MSI/Hardscape,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY STORM HUFCB VERSAILLES PATTERN,TTSTRM-PAT-HUCB,PATTERN,HUFCB,0.50 INCH,16,1,16,SQFT/KIT,2.78,44.54,,TTSTRM-PAT-HUCB,www.msisurfaces.com/outdoor-tile/travertine/tuscany-storm/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Storm Pattern HUFCB - 16 sqft,MSI/Hardscape,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY WALNUT 12X12,TTWAL1212HF,12x12,HF,0.38 INCH,1,10,10,SQFT,3.01,3.01,,TTWAL1212HF,www.msisurfaces.com/travertine/tuscany-walnut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Walnut 12x12x.38 HF,MSI,New Item,MATURE,27-Nov-07
TUSCANY WALNUT 12X24,TTWAL1224HF,12x24,HF,0.50 INCH,2,1,2,SQFT,3.58,7.16,,TTWAL1224HF,www.msisurfaces.com/travertine/tuscany-walnut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Walnut 12x24x.50 HF,MSI,New Item,NEW,5-Apr-16
TUSCANY WALNUT 18X18,TTWAL1818HF,18x18,HF,0.50 INCH,2.25,1,2.25,SQFT,2.93,6.58,,TTWAL1818HF,www.msisurfaces.com/travertine/tuscany-walnut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Walnut 18x18x.50 HF,MSI,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY WALNUT HUFC VERSAILLES PATTERN,TTWAL-PAT-HUFC,PATTERN,HUFC,0.50 INCH,16,1,16,SQFT/KIT,3.17,50.78,,TTWAL-PAT-HUFC,www.msisurfaces.com/travertine/tuscany-walnut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Walnut Pattern HUFC - 16 sqft,MSI/Hardscape,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY WALNUT HUFCB CLASSIC VERSAILLES PATTERN,TTWAL-PAT-HUCB-C,PATTERN,HUFCB,0.50 INCH,16,12,192,SQFT/KIT,2.29,36.6,,TTWAL-PAT-HUCB-C,www.msisurfaces.com/travertine/tuscany-walnut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,TUS WALNUT-PAT-HUFCB 16SFT -CLASSIC,MSI/Hardscape,Q1-2019 Price List,MATURE,14-Sep-09
TUSCANY WALNUT HUFCB VERSAILLES PATTERN,TTWAL-PAT-HUCB,PATTERN,HUFCB,0.50 INCH,16,1,16,SQFT/KIT,3.17,50.78,,TTWAL-PAT-HUCB,www.msisurfaces.com/travertine/tuscany-walnut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Walnut Pattern HUFCB - 16 sqft,MSI/Hardscape,Q1-2019 Price List,MATURE,27-Nov-07
TUSCANY WALNUT TUMBLED VERSAILLES PATTERN,TTWAL-PAT-TUM,PATTERN,TUMBLED,0.50 INCH,16,12,192,SQFT/KIT,3.33,53.22,,TTWAL-PAT-TUM,www.msisurfaces.com/travertine/tuscany-walnut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Walnut Pattern Tumbled - 16 sqft,MSI/Hardscape,Q1-2019 Price List,MATURE,9-Sep-09
TUSCANY WALNUT VEIN CUT 12X24,TTWALVC1224HF,12x24,HF,0.50 INCH,2,1,2,SQFT,5.01,10.02,,TTWALVC1224HF,www.msisurfaces.com/travertine/walnut-vein-cut/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Tus. Walnut Vein Cut 12x24x.50 HF,MSI,New Item,NEW,1-Apr-16
SINKS,,,,,,,,,,,,,,,,SINKS,,,,,
PORCELAIN FIRECLAY FARMHOUSE WITH APRON DB WHITE-3220,SIN-POR-UDBWH5050-3220FSAF,DOUBLE BOWL,PORCELAIN,N/A,N/A,1,N/A,EACH,452.92,452.92,,SIN-POR-UDBWH5050-3220FSAF,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=42,SP,SINK,SINKS,DB 50/50-3220 White Frmhouse Fireclay,MSI,Q1-2019 Price List,NEW,22-Feb-17
PORCELAIN FIRECLAY FARMHOUSE WITH APRON SB WHITE-3020,SIN-POR-USBWH-3020FSAF,SINGLE BOWL,PORCELAIN,N/A,N/A,1,N/A,EACH,368.92,368.92,,SIN-POR-USBWH-3020FSAF,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=41,SP,SINK,SINKS,SB 3020 White Farmhouse Fireclay,MSI,Q1-2019 Price List,NEW,22-Feb-17
PORCELAIN OVERMOUNT WHITE RECTANGLE 2417,SIN-POR-VOMRECWHT-2417,SINGLE BOWL,PORCELAIN,N/A,N/A,1,N/A,EACH,69.64,69.64,,SIN-POR-VOMRECWHT-2417,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=51,SP,SINK,SINKS,Overmount White Rectangle Porcelain 2417,MSI,New Item,NEW,14-May-18
PORCELAIN VANITY BISQUE OVAL 1714,SIN-POR-UNDOVLBISQ-1714,SINGLE BOWL,PORCELAIN,N/A,N/A,3,N/A,EACH,24.32,24.32,,SIN-POR-UNDOVLBISQ-1714,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=34,SP,SINK,SINKS,Vanity Bisque Oval Porcelain 1714,MSI,New Item,MATURE,25-Mar-11
PORCELAIN VANITY OVAL WHITE-1512,SIN-POR-UNDOVLWHT-1512,SINGLE BOWL,PORCELAIN,N/A,N/A,3,N/A,EACH,25.54,25.54,,SIN-POR-UNDOVLWHT-1512,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=39,SP,SINK,SINKS,Vanity White Oval Porcelain 1512,MSI,Q1-2019 Price List,NEW,16-Jun-11
PORCELAIN VANITY OVAL WHITE-1714,SIN-POR-UNDOVLWHT-1714,SINGLE BOWL,PORCELAIN,N/A,N/A,3,N/A,EACH,25.54,25.54,,SIN-POR-UNDOVLWHT-1714,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=33,SP,SINK,SINKS,Vanity White Oval Porcelain 1714,MSI,Q1-2019 Price List,MATURE,10-Jan-11
PORCELAIN VANITY RECTANGLE WHITE-1813,SIN-POR-UNDRECWHT-1813,SINGLE BOWL,PORCELAIN,N/A,N/A,2,N/A,EACH,31.78,31.78,,SIN-POR-UNDRECWHT-1813,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=40,SP,SINK,SINKS,Vanity White Rectangle Porcelain 1813,MSI,Q1-2019 Price List,NEW,20-Mar-17
PORCELAIN VANITY RECTANGLE WHITE-2015,SIN-POR-UNDRECWHT-2015,SINGLE BOWL,PORCELAIN,N/A,N/A,2,N/A,EACH,31.78,31.78,,SIN-POR-UNDRECWHT-2015,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=35,SP,SINK,SINKS,Vanity White Rectangle Porcelain 2015,MSI,Q1-2019 Price List,MATURE,25-Jul-11
PORCELAIN VANITY RECTANGLE WHITE-2015 FLAT,SIN-POR-VURWH-2015FL,SINGLE BOWL,PORCELAIN,N/A,N/A,1,N/A,EACH,62.43,62.43,,SIN-POR-VURWH-2015FL,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=43,SP,SINK,SINKS,Vanity Wht Rect Porcelain 2015 Flat,MSI,Q1-2019 Price List,NEW,4-Oct-17
QUARTZ BLACK DOUBLE BOWL 50/50-3219,SIN-QTZ-DBLBWL-5050-3219-BLK,DOUBLE BOWL,QUARTZ,N/A,N/A,1,N/A,EACH,209.06,209.06,,SIN-QTZ-DBLBWL-5050-3219-BLK,https://www.msisurfaces.com/products/sinksdetails.aspx?sinkid=44,SP,SINK,SINKS,Black Quartz Double Bowl 50/50-3219,MSI,New Item,NEW,26-Apr-18
QUARTZ BLACK DOUBLE BOWL 60/40-3219,SIN-QTZ-DBLBWL-6040-3219-BLK,DOUBLE BOWL,QUARTZ,N/A,N/A,1,N/A,EACH,209.06,209.06,,SIN-QTZ-DBLBWL-6040-3219-BLK,www.msisurfaces.com/products/sinksdetails.aspx?sinkid=46,SP,SINK,SINKS,Black Quartz Double Bowl 60/40-3219,MSI,New Item,NEW,26-Apr-18
